entry_time,entry_price,entry_dir,entry_reason,exit_time,exit_price,raw_points,export_slippage_one_way_pts,export_slippage_round_trip_pts,export_net_points,export_net_pnl,points,pnl,exit_reason,cost_points,cost_cash
2023-04-20 15:30:00,15739.0,LONG,15:15訊號進場,2023-04-21 15:30:00,15622.0,-117.0,2.0,4.0,-121.0,-24200.0,-121.0,-24200.0,15:15訊號翻正_平倉,4.0,800.0
2023-04-27 15:30:00,15432.0,LONG,15:15訊號進場,2023-05-10 15:30:00,15612.0,180.0,2.0,4.0,176.0,35200.0,176.0,35200.0,15:15訊號翻正_平倉,4.0,800.0
2023-05-12 15:30:00,15510.0,LONG,15:15訊號進場,2023-05-17 13:15:00,15950.0,440.0,2.0,4.0,436.0,87200.0,436.0,87200.0,結算日13:15平倉,4.0,800.0
2023-05-17 15:30:00,15868.0,LONG,15:15訊號進場,2023-05-24 15:30:00,16028.0,160.0,2.0,4.0,156.0,31200.0,156.0,31200.0,15:15訊號翻正_平倉,4.0,800.0
2023-05-25 15:30:00,16211.0,LONG,15:15訊號進場,2023-05-30 15:30:00,16587.0,376.0,2.0,4.0,372.0,74400.0,372.0,74400.0,15:15訊號翻正_平倉,4.0,800.0
2023-06-02 15:30:00,16730.0,LONG,15:15訊號進場,2023-06-05 15:30:00,16701.0,-29.0,2.0,4.0,-33.0,-6600.0,-33.0,-6600.0,15:15訊號翻正_平倉,4.0,800.0
2023-06-06 15:30:00,16753.0,LONG,15:15訊號進場,2023-06-08 15:30:00,16732.0,-21.0,2.0,4.0,-25.0,-5000.0,-25.0,-5000.0,15:15訊號翻正_平倉,4.0,800.0
2023-06-09 15:30:00,16860.0,LONG,15:15訊號進場,2023-06-14 15:30:00,17207.0,347.0,2.0,4.0,343.0,68600.0,343.0,68600.0,15:15訊號翻正_平倉,4.0,800.0
2023-06-15 15:30:00,17334.0,LONG,15:15訊號進場,2023-06-16 15:30:00,17265.0,-69.0,2.0,4.0,-73.0,-14600.0,-73.0,-14600.0,15:15訊號翻正_平倉,4.0,800.0
2023-06-19 15:30:00,17253.0,LONG,15:15訊號進場,2023-06-20 15:30:00,17198.0,-55.0,2.0,4.0,-59.0,-11800.0,-59.0,-11800.0,15:15訊號翻正_平倉,4.0,800.0
2023-07-03 15:30:00,17041.0,LONG,15:15訊號進場,2023-07-05 15:30:00,16958.0,-83.0,2.0,4.0,-87.0,-17400.0,-87.0,-17400.0,15:15訊號翻正_平倉,4.0,800.0
2023-07-10 15:30:00,16566.0,LONG,15:15訊號進場,2023-07-19 13:15:00,17101.0,535.0,2.0,4.0,531.0,106200.0,531.0,106200.0,結算日13:15平倉,4.0,800.0
2023-07-28 15:30:00,17310.0,LONG,15:15訊號進場,2023-07-31 15:30:00,17120.0,-190.0,2.0,4.0,-194.0,-38800.0,-194.0,-38800.0,15:15訊號翻正_平倉,4.0,800.0
2023-08-01 15:30:00,17180.0,LONG,15:15訊號進場,2023-08-02 15:30:00,16773.0,-407.0,2.0,4.0,-411.0,-82200.0,-411.0,-82200.0,15:15訊號翻正_平倉,4.0,800.0
2023-08-07 15:30:00,17024.0,LONG,15:15訊號進場,2023-08-08 15:30:00,16857.0,-167.0,2.0,4.0,-171.0,-34200.0,-171.0,-34200.0,15:15訊號翻正_平倉,4.0,800.0
2023-08-23 15:30:00,16575.0,LONG,15:15訊號進場,2023-08-24 15:30:00,16754.0,179.0,2.0,4.0,175.0,35000.0,175.0,35000.0,15:15訊號翻正_平倉,4.0,800.0
2023-09-04 15:30:00,16783.0,LONG,15:15訊號進場,2023-09-05 15:30:00,16725.0,-58.0,2.0,4.0,-62.0,-12400.0,-62.0,-12400.0,15:15訊號翻正_平倉,4.0,800.0
2023-09-14 15:30:00,16826.0,LONG,15:15訊號進場,2023-09-18 15:30:00,16692.0,-134.0,2.0,4.0,-138.0,-27600.0,-138.0,-27600.0,15:15訊號翻正_平倉,4.0,800.0
2023-10-06 15:30:00,16531.0,LONG,15:15訊號進場,2023-10-13 15:30:00,16779.0,248.0,2.0,4.0,244.0,48800.0,244.0,48800.0,15:15訊號翻正_平倉,4.0,800.0
2023-11-02 15:30:00,16386.0,LONG,15:15訊號進場,2023-11-15 13:15:00,17122.0,736.0,2.0,4.0,732.0,146400.0,732.0,146400.0,結算日13:15平倉,4.0,800.0
2023-11-15 15:30:00,17178.0,LONG,15:15訊號進場,2023-11-22 15:30:00,17239.0,61.0,2.0,4.0,57.0,11400.0,57.0,11400.0,15:15訊號翻正_平倉,4.0,800.0
2023-11-23 15:30:00,17352.0,LONG,15:15訊號進場,2023-11-27 15:30:00,17187.0,-165.0,2.0,4.0,-169.0,-33800.0,-169.0,-33800.0,15:15訊號翻正_平倉,4.0,800.0
2023-11-28 15:30:00,17346.0,LONG,15:15訊號進場,2023-12-04 15:30:00,17393.0,47.0,2.0,4.0,43.0,8600.0,43.0,8600.0,15:15訊號翻正_平倉,4.0,800.0
2023-12-14 15:30:00,17648.0,LONG,15:15訊號進場,2023-12-18 15:30:00,17641.0,-7.0,2.0,4.0,-11.0,-2200.0,-11.0,-2200.0,15:15訊號翻正_平倉,4.0,800.0
2023-12-20 15:30:00,17665.0,LONG,15:15訊號進場,2023-12-21 15:30:00,17522.0,-143.0,2.0,4.0,-147.0,-29400.0,-147.0,-29400.0,15:15訊號翻正_平倉,4.0,800.0
2023-12-26 15:30:00,17729.0,LONG,15:15訊號進場,2024-01-02 15:30:00,17808.0,79.0,2.0,4.0,75.0,15000.0,75.0,15000.0,15:15訊號翻正_平倉,4.0,800.0
2024-01-19 15:30:00,17707.0,LONG,15:15訊號進場,2024-02-21 13:15:00,18671.0,964.0,2.0,4.0,960.0,192000.0,960.0,192000.0,結算日13:15平倉,4.0,800.0
2024-02-22 15:30:00,18902.0,LONG,15:15訊號進場,2024-02-23 15:30:00,18916.0,14.0,2.0,4.0,10.0,2000.0,10.0,2000.0,15:15訊號翻正_平倉,4.0,800.0
2024-02-26 15:30:00,18972.0,LONG,15:15訊號進場,2024-02-27 15:30:00,18903.0,-69.0,2.0,4.0,-73.0,-14600.0,-73.0,-14600.0,15:15訊號翻正_平倉,4.0,800.0
2024-02-29 15:30:00,18953.0,LONG,15:15訊號進場,2024-03-15 15:30:00,19745.0,792.0,2.0,4.0,788.0,157600.0,788.0,157600.0,15:15訊號翻正_平倉,4.0,800.0
2024-03-18 15:30:00,19901.0,LONG,15:15訊號進場,2024-03-20 13:15:00,19748.0,-153.0,2.0,4.0,-157.0,-31400.0,-157.0,-31400.0,結算日13:15平倉,4.0,800.0
2024-03-21 15:30:00,20291.0,LONG,15:15訊號進場,2024-03-22 15:30:00,20199.0,-92.0,2.0,4.0,-96.0,-19200.0,-96.0,-19200.0,15:15訊號翻正_平倉,4.0,800.0
2024-03-27 15:30:00,20240.0,LONG,15:15訊號進場,2024-03-28 15:30:00,20186.0,-54.0,2.0,4.0,-58.0,-11600.0,-58.0,-11600.0,15:15訊號翻正_平倉,4.0,800.0
2024-03-29 15:30:00,20330.0,LONG,15:15訊號進場,2024-04-15 15:30:00,20492.0,162.0,2.0,4.0,158.0,31600.0,158.0,31600.0,15:15訊號翻正_平倉,4.0,800.0
2024-04-24 15:30:00,20089.0,LONG,15:15訊號進場,2024-04-25 15:30:00,19908.0,-181.0,2.0,4.0,-185.0,-37000.0,-185.0,-37000.0,15:15訊號翻正_平倉,4.0,800.0
2024-04-26 15:30:00,20154.0,LONG,15:15訊號進場,2024-05-02 15:30:00,20291.0,137.0,2.0,4.0,133.0,26600.0,133.0,26600.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-06 15:30:00,20621.0,LONG,15:15訊號進場,2024-05-09 15:30:00,20606.0,-15.0,2.0,4.0,-19.0,-3800.0,-19.0,-3800.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-10 15:30:00,20838.0,LONG,15:15訊號進場,2024-05-15 13:15:00,21144.0,306.0,2.0,4.0,302.0,60400.0,302.0,60400.0,結算日13:15平倉,4.0,800.0
2024-05-15 15:30:00,21281.0,LONG,15:15訊號進場,2024-05-16 15:30:00,21370.0,89.0,2.0,4.0,85.0,17000.0,85.0,17000.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-22 15:30:00,21554.0,LONG,15:15訊號進場,2024-05-24 15:30:00,21572.0,18.0,2.0,4.0,14.0,2800.0,14.0,2800.0,15:15訊號翻正_平倉,4.0,800.0
2024-05-27 15:30:00,21866.0,LONG,15:15訊號進場,2024-05-29 15:30:00,21720.0,-146.0,2.0,4.0,-150.0,-30000.0,-150.0,-30000.0,15:15訊號翻正_平倉,4.0,800.0
2024-06-12 15:30:00,22033.0,LONG,15:15訊號進場,2024-06-17 15:30:00,22524.0,491.0,2.0,4.0,487.0,97400.0,487.0,97400.0,15:15訊號翻正_平倉,4.0,800.0
2024-06-18 15:30:00,22796.0,LONG,15:15訊號進場,2024-06-19 13:15:00,23231.0,435.0,2.0,4.0,431.0,86200.0,431.0,86200.0,結算日13:15平倉,4.0,800.0
2024-06-19 15:30:00,23172.0,LONG,15:15訊號進場,2024-06-21 15:30:00,23012.0,-160.0,2.0,4.0,-164.0,-32800.0,-164.0,-32800.0,15:15訊號翻正_平倉,4.0,800.0
2024-07-03 15:30:00,23221.0,LONG,15:15訊號進場,2024-07-17 13:15:00,23664.0,443.0,2.0,4.0,439.0,87800.0,439.0,87800.0,結算日13:15平倉,4.0,800.0
2024-07-31 15:30:00,22404.0,LONG,15:15訊號進場,2024-08-02 15:30:00,21369.0,-1035.0,2.0,4.0,-1039.0,-207800.0,-1039.0,-207800.0,15:15訊號翻正_平倉,4.0,800.0
2024-08-05 15:30:00,19502.0,LONG,15:15訊號進場,2024-08-21 13:15:00,22200.0,2698.0,2.0,4.0,2694.0,538800.0,2694.0,538800.0,結算日13:15平倉,4.0,800.0
2024-09-19 15:30:00,22094.0,LONG,15:15訊號進場,2024-09-27 15:30:00,22772.0,678.0,2.0,4.0,674.0,134800.0,674.0,134800.0,15:15訊號翻正_平倉,4.0,800.0
2024-10-11 15:30:00,22891.0,LONG,15:15訊號進場,2024-10-16 13:15:00,22985.0,94.0,2.0,4.0,90.0,18000.0,90.0,18000.0,結算日13:15平倉,4.0,800.0
2024-11-08 15:30:00,23784.0,LONG,15:15訊號進場,2024-11-11 15:30:00,23434.0,-350.0,2.0,4.0,-354.0,-70800.0,-354.0,-70800.0,15:15訊號翻正_平倉,4.0,800.0
2024-11-22 15:30:00,23087.0,LONG,15:15訊號進場,2024-11-25 15:30:00,22950.0,-137.0,2.0,4.0,-141.0,-28200.0,-141.0,-28200.0,15:15訊號翻正_平倉,4.0,800.0
2024-12-04 15:30:00,23258.0,LONG,15:15訊號進場,2024-12-09 15:30:00,23317.0,59.0,2.0,4.0,55.0,11000.0,55.0,11000.0,15:15訊號翻正_平倉,4.0,800.0
2024-12-23 15:30:00,23265.0,LONG,15:15訊號進場,2024-12-24 15:30:00,23270.0,5.0,2.0,4.0,1.0,200.0,1.0,200.0,15:15訊號翻正_平倉,4.0,800.0
2024-12-25 15:30:00,23335.0,LONG,15:15訊號進場,2024-12-26 15:30:00,23317.0,-18.0,2.0,4.0,-22.0,-4400.0,-22.0,-4400.0,15:15訊號翻正_平倉,4.0,800.0
2024-12-27 15:30:00,23348.0,LONG,15:15訊號進場,2024-12-30 15:30:00,23123.0,-225.0,2.0,4.0,-229.0,-45800.0,-229.0,-45800.0,15:15訊號翻正_平倉,4.0,800.0
2025-01-06 15:30:00,23691.0,LONG,15:15訊號進場,2025-01-08 15:30:00,23369.0,-322.0,2.0,4.0,-326.0,-65200.0,-326.0,-65200.0,15:15訊號翻正_平倉,4.0,800.0
2025-01-22 15:30:00,23696.0,LONG,15:15訊號進場,2025-02-03 15:30:00,22621.0,-1075.0,2.0,4.0,-1079.0,-215800.0,-1079.0,-215800.0,15:15訊號翻正_平倉,4.0,800.0
2025-02-17 15:30:00,23542.0,LONG,15:15訊號進場,2025-02-19 13:15:00,23608.0,66.0,2.0,4.0,62.0,12400.0,62.0,12400.0,結算日13:15平倉,4.0,800.0
2025-02-19 15:30:00,23642.0,LONG,15:15訊號進場,2025-02-20 15:30:00,23527.0,-115.0,2.0,4.0,-119.0,-23800.0,-119.0,-23800.0,15:15訊號翻正_平倉,4.0,800.0
2025-02-21 15:30:00,23770.0,LONG,15:15訊號進場,2025-02-25 15:30:00,23225.0,-545.0,2.0,4.0,-549.0,-109800.0,-549.0,-109800.0,15:15訊號翻正_平倉,4.0,800.0
2025-04-10 15:30:00,19425.0,LONG,15:15訊號進場,2025-04-14 15:30:00,19496.0,71.0,2.0,4.0,67.0,13400.0,67.0,13400.0,15:15訊號翻正_平倉,4.0,800.0
2025-04-15 15:30:00,19868.0,LONG,15:15訊號進場,2025-04-16 13:15:00,19550.0,-318.0,2.0,4.0,-322.0,-64400.0,-322.0,-64400.0,結算日13:15平倉,4.0,800.0
2025-04-23 15:30:00,19558.0,LONG,15:15訊號進場,2025-05-05 15:30:00,20375.0,817.0,2.0,4.0,813.0,162600.0,813.0,162600.0,15:15訊號翻正_平倉,4.0,800.0
2025-05-06 15:30:00,20311.0,LONG,15:15訊號進場,2025-05-21 13:15:00,21845.0,1534.0,2.0,4.0,1530.0,306000.0,1530.0,306000.0,結算日13:15平倉,4.0,800.0
2025-05-21 15:30:00,21673.0,LONG,15:15訊號進場,2025-05-26 15:30:00,21377.0,-296.0,2.0,4.0,-300.0,-60000.0,-300.0,-60000.0,15:15訊號翻正_平倉,4.0,800.0
2025-06-03 15:30:00,20980.0,LONG,15:15訊號進場,2025-06-18 13:15:00,22303.0,1323.0,2.0,4.0,1319.0,263800.0,1319.0,263800.0,結算日13:15平倉,4.0,800.0
2025-06-18 15:30:00,21943.0,LONG,15:15訊號進場,2025-06-19 15:30:00,21617.0,-326.0,2.0,4.0,-330.0,-66000.0,-330.0,-66000.0,15:15訊號翻正_平倉,4.0,800.0
2025-06-24 15:30:00,21979.0,LONG,15:15訊號進場,2025-06-27 15:30:00,22079.0,100.0,2.0,4.0,96.0,19200.0,96.0,19200.0,15:15訊號翻正_平倉,4.0,800.0
2025-06-30 15:30:00,22121.0,LONG,15:15訊號進場,2025-07-16 13:15:00,23054.0,933.0,2.0,4.0,929.0,185800.0,929.0,185800.0,結算日13:15平倉,4.0,800.0
2025-07-16 15:30:00,22872.0,LONG,15:15訊號進場,2025-08-20 13:15:00,23637.0,765.0,2.0,4.0,761.0,152200.0,761.0,152200.0,結算日13:15平倉,4.0,800.0
2025-08-21 15:30:00,23860.0,LONG,15:15訊號進場,2025-08-28 15:30:00,24297.0,437.0,2.0,4.0,433.0,86600.0,433.0,86600.0,15:15訊號翻正_平倉,4.0,800.0
2025-08-29 15:30:00,24236.0,LONG,15:15訊號進場,2025-09-01 15:30:00,24047.0,-189.0,2.0,4.0,-193.0,-38600.0,-193.0,-38600.0,15:15訊號翻正_平倉,4.0,800.0
2025-09-05 15:30:00,24410.0,LONG,15:15訊號進場,2025-09-17 13:15:00,25434.0,1024.0,2.0,4.0,1020.0,204000.0,1020.0,204000.0,結算日13:15平倉,4.0,800.0
2025-09-17 15:30:00,25533.0,LONG,15:15訊號進場,2025-09-24 15:30:00,26183.0,650.0,2.0,4.0,646.0,129200.0,646.0,129200.0,15:15訊號翻正_平倉,4.0,800.0
2025-10-02 15:30:00,26480.0,LONG,15:15訊號進場,2025-10-08 15:30:00,27071.0,591.0,2.0,4.0,587.0,117400.0,587.0,117400.0,15:15訊號翻正_平倉,4.0,800.0
2025-10-09 15:30:00,27375.0,LONG,15:15訊號進場,2025-10-13 15:30:00,26985.0,-390.0,2.0,4.0,-394.0,-78800.0,-394.0,-78800.0,15:15訊號翻正_平倉,4.0,800.0
2025-10-15 15:30:00,27390.0,LONG,15:15訊號進場,2025-10-17 15:30:00,27135.0,-255.0,2.0,4.0,-259.0,-51800.0,-259.0,-51800.0,15:15訊號翻正_平倉,4.0,800.0
2025-10-20 15:30:00,27852.0,LONG,15:15訊號進場,2025-10-28 15:30:00,28014.0,162.0,2.0,4.0,158.0,31600.0,158.0,31600.0,15:15訊號翻正_平倉,4.0,800.0
2025-10-29 15:30:00,28468.0,LONG,15:15訊號進場,2025-11-05 15:30:00,27794.0,-674.0,2.0,4.0,-678.0,-135600.0,-678.0,-135600.0,15:15訊號翻正_平倉,4.0,800.0
2025-11-17 15:30:00,27523.0,LONG,15:15訊號進場,2025-11-18 15:30:00,26803.0,-720.0,2.0,4.0,-724.0,-144800.0,-724.0,-144800.0,15:15訊號翻正_平倉,4.0,800.0
2025-11-27 15:30:00,27573.0,LONG,15:15訊號進場,2025-12-01 15:30:00,27446.0,-127.0,2.0,4.0,-131.0,-26200.0,-131.0,-26200.0,15:15訊號翻正_平倉,4.0,800.0
2025-12-05 15:30:00,28062.0,LONG,15:15訊號進場,2025-12-09 15:30:00,28224.0,162.0,2.0,4.0,158.0,31600.0,158.0,31600.0,15:15訊號翻正_平倉,4.0,800.0
2025-12-10 15:30:00,28411.0,LONG,15:15訊號進場,2025-12-11 15:30:00,28137.0,-274.0,2.0,4.0,-278.0,-55600.0,-278.0,-55600.0,15:15訊號翻正_平倉,4.0,800.0
2025-12-22 15:30:00,28345.0,LONG,15:15訊號進場,2026-01-21 13:15:00,31227.0,2882.0,2.0,4.0,2878.0,575600.0,2878.0,575600.0,結算日13:15平倉,4.0,800.0
2026-01-21 15:30:00,31576.0,LONG,15:15訊號進場,2026-01-29 15:30:00,32716.0,1140.0,2.0,4.0,1136.0,227200.0,1136.0,227200.0,15:15訊號翻正_平倉,4.0,800.0
2026-02-09 15:30:00,32565.0,LONG,15:15訊號進場,2026-02-23 13:15:00,33849.0,1284.0,2.0,4.0,1280.0,256000.0,1280.0,256000.0,結算日13:15平倉,4.0,800.0
2026-02-24 15:30:00,34933.0,LONG,15:15訊號進場,2026-02-27 00:00:00,35100.0,167.0,2.0,4.0,163.0,32600.0,163.0,32600.0,區間結束強制平倉,4.0,800.0
